,Energy,Finance,Healthcare,Tech
Energy,-3.7279974031898973,1.5307228429285058,-4.468749086934367,-7.533200188616497
Finance,1.489091447702506,0.01102455473352415,1.5610368772286984,2.2798005145243523
Healthcare,2.253900602865561,-2.3202510244396044,-2.260325464811457,-3.034049735473748
Tech,-5.307859719448399,0.7477477483376463,-0.7631284357621944,-3.738418201964873
