,Energy,Finance,Healthcare,Tech
Energy,-3.533634433720452,-1.9166641986602724,3.345154972942266,-3.4404714135199477
Finance,0.14835966460394592,0.9344517320601198,-0.15790746121945048,-2.932487375497497
Healthcare,1.5898828337143538,-0.7136033012811802,-2.033309638508402,1.574008818183124
Tech,1.3113902870986651,0.19206804250747234,3.449816367605199,-6.933174460636548
