,Energy,Finance,Healthcare,Tech
Energy,-4.062703034833411,0.024261054532632553,-4.127025687347141,-6.542440601179637
Finance,1.3233225843158416,-2.4795555000494027,0.4370113571944141,2.9525373541165183
Healthcare,2.3343516671097677,-1.3306228361355887,-2.1992220898669066,-3.3596171912219153
Tech,-5.296462159525712,2.3947111887187718,-0.7200546637375763,-4.930166501816986
