Node,out_degree_Lead,in_degree_Lag,betweenness,closeness,clustering,pagerank
MRK,16,34,0.028771597993191275,0.8863636363636364,0.692436974789916,0.04971904575031843
ABBV,26,32,0.030058570281495556,0.8478260869565217,0.7174603174603175,0.03848341862555492
SLB,27,30,0.026900946864374296,0.8125,0.7415329768270945,0.0382101481976406
TMO,16,22,0.025181829154501217,0.6964285714285714,0.6773399014778325,0.03754833940958597
AMD,30,27,0.033534669404736185,0.7647058823529411,0.7379679144385026,0.03402819893316648
UNH,25,29,0.023367234033601834,0.7959183673469388,0.7849462365591398,0.03203479915590579
XOM,11,21,0.00974316071916535,0.6842105263157895,0.6984615384615385,0.03189670665862111
COP,24,23,0.018001865499727362,0.7090909090909091,0.7870967741935484,0.031530228374849596
PBR,10,20,0.00660593330699986,0.6724137931034483,0.7571428571428571,0.029873106891533677
PFE,10,15,0.006127554877024688,0.6190476190476191,0.7631578947368421,0.02975127619322529
BP,19,26,0.02827266594896245,0.75,0.7339901477832512,0.029669143617331258
GOOGL,31,25,0.027901151177344662,0.7358490566037735,0.7117117117117117,0.028654293268252903
GS,22,26,0.015933251130437708,0.75,0.7290552584670231,0.027821845514429927
SHEL,22,23,0.011425757919108335,0.7090909090909091,0.7908045977011494,0.02778792805553298
TSLA,23,24,0.022239461577205324,0.7222222222222222,0.6809269162210339,0.027723897558254895
NVO,27,27,0.0240996088391502,0.7647058823529411,0.7883064516129032,0.027258392880738863
WFC,7,22,0.006170307016529793,0.6964285714285714,0.7384615384615385,0.026844649318020063
LLY,19,22,0.009494084055001632,0.6964285714285714,0.8121693121693122,0.026683696778302207
MA,26,24,0.017468350198420027,0.7222222222222222,0.7424242424242424,0.02536417117844773
JNJ,8,19,0.003942582975184723,0.6610169491525424,0.7934782608695652,0.02473544629430887
MS,23,22,0.010824984403957351,0.6964285714285714,0.7540229885057471,0.024222107575269377
DHR,14,16,0.008154863253326455,0.6290322580645161,0.8115942028985508,0.02418434980046364
NVDA,23,21,0.01297378625441853,0.6842105263157895,0.7720430107526882,0.024154644980580557
AZN,12,15,0.004570727774560766,0.6190476190476191,0.8311688311688312,0.023614619633182628
ADBE,23,14,0.014075182641352737,0.609375,0.7310344827586207,0.020784575460958046
BAC,26,18,0.011502349678843657,0.65,0.7540322580645161,0.020718890350027167
AXP,18,13,0.007569535489168607,0.6,0.7628458498023716,0.020117583974226083
META,18,17,0.008105902479181396,0.6290322580645161,0.8484848484848485,0.020081321375313325
AAPL,13,14,0.007544337453567912,0.6,0.7476190476190476,0.01877277539793981
TTE,8,12,0.0019181547462090447,0.582089552238806,0.7894736842105263,0.0181769973294625
MSFT,27,20,0.011924221860903193,0.6724137931034483,0.7931034482758621,0.017890003223666604
CVX,20,11,0.006558320973355547,0.582089552238806,0.8115942028985508,0.0178609409701609
PYPL,23,11,0.008051516423294994,0.582089552238806,0.8133333333333334,0.01685284101562625
AMZN,9,7,0.0025847024898334107,0.5492957746478874,0.8021978021978022,0.016834501629307292
JPM,25,16,0.007315451638896443,0.6290322580645161,0.8078817733990148,0.016804554701108778
V,28,13,0.01569682034303963,0.6,0.7268817204301076,0.015855910931465655
EQNR,17,13,0.006022014273314404,0.6,0.7427536231884058,0.015314170233036509
C,6,7,0.001314701567738005,0.5492957746478874,0.7111111111111111,0.015001121337740966
INTC,22,11,0.008442556123943295,0.582089552238806,0.77,0.013942271166837248
VLO,18,10,0.0033474787918606097,0.5735294117647058,0.7705627705627706,0.013197086259605164
