,Energy,Finance,Healthcare,Tech
Energy,-6.851914506799247,0.4212630979019669,2.2300264267100056,1.820313438885622
Finance,-2.218575111600304,0.6316756806261847,0.16764655493694236,4.253650344595265
Healthcare,3.192417352669569,1.4663118594621627,-1.0871045824745131,3.941063295313146
Tech,-1.9683070558495186,-0.5498211945528083,2.902381411669504,1.8854998088092076
