,Energy,Finance,Healthcare,Tech
Energy,1.5366856075459143,0.7838165411668481,-2.2462333249838484,3.0103951576875443
Finance,-0.038768813462756846,-0.7800827027108792,0.7229594451980524,-2.2662634758389912
Healthcare,3.0549581976588795,-4.558744189149202,-4.531475954014379,-2.9556371839668176
Tech,1.5573670952610226,1.4932971767061956,-2.9786716680266476,-7.560816302712968
