Node,out_degree_Lead,in_degree_Lag,betweenness,closeness,clustering,pagerank
ADBE,17,26,0.028089717561572414,0.75,0.6420454545454546,0.03976141488634789
ABBV,19,23,0.032023356368779475,0.7090909090909091,0.6576354679802956,0.03711404350169357
AMZN,23,21,0.03757615465208517,0.6842105263157895,0.6363636363636364,0.034467357475254035
MRK,22,21,0.03560415809653742,0.6842105263157895,0.6473118279569893,0.03408063606469743
AMD,13,21,0.016780653901996685,0.6842105263157895,0.6581196581196581,0.033217670249673176
C,20,21,0.03165972660382332,0.6842105263157895,0.5935828877005348,0.032855006193930184
SHEL,16,19,0.027529786642341243,0.6610169491525424,0.6428571428571429,0.032641401760576894
SLB,15,21,0.026266630117449934,0.6842105263157895,0.5954022988505747,0.03223341200982944
JNJ,13,19,0.016206572500779455,0.6610169491525424,0.64,0.03185744492757631
MSFT,19,19,0.018912155676704626,0.6610169491525424,0.698005698005698,0.03149387320225299
NVDA,20,19,0.020253168388727618,0.6610169491525424,0.6923076923076923,0.030681449932075836
XOM,16,19,0.023423194496664367,0.65,0.6216931216931217,0.030242898583614706
GS,17,17,0.020651421753844372,0.639344262295082,0.6523076923076923,0.029249363810857628
V,16,19,0.020838637948472086,0.65,0.6766666666666666,0.02859875738171307
AAPL,14,18,0.012096992955757203,0.65,0.7292307692307692,0.027063810272959093
PYPL,14,17,0.01967578884164727,0.6290322580645161,0.5969230769230769,0.02688374250912968
VLO,17,16,0.012325253698846789,0.6190476190476191,0.7065217391304348,0.02683662032964473
INTC,18,18,0.013394212344111131,0.65,0.7350427350427351,0.02563478459323177
DHR,15,16,0.016895945993538154,0.6290322580645161,0.68,0.025349856944588786
AXP,11,14,0.011596126968003674,0.609375,0.7134502923976608,0.02458466810426391
AZN,11,12,0.008253100007354726,0.5909090909090909,0.7192982456140351,0.023574711671700502
CVX,23,14,0.018578325389943317,0.609375,0.6609686609686609,0.023209421274614467
MS,20,13,0.021680001064796027,0.6,0.6837606837606838,0.022499749645380207
BP,7,13,0.0075480582255428785,0.6,0.672514619883041,0.02243185352576135
META,13,13,0.014846789336371149,0.6,0.6190476190476191,0.02228989078791187
EQNR,5,14,0.0052431243220716905,0.609375,0.6374269005847953,0.02183555015772132
TTE,8,9,0.0075834242710904505,0.5571428571428572,0.6102941176470589,0.0209571031246869
NVO,17,15,0.015494732280370464,0.6190476190476191,0.6205533596837944,0.02076250831139705
COP,18,12,0.009763334453031876,0.5909090909090909,0.7509881422924901,0.02010962435378136
TMO,18,10,0.014344640495956287,0.5652173913043478,0.6268115942028986,0.01944784639763102
MA,10,10,0.008367190673284855,0.5735294117647058,0.6862745098039216,0.019437146281273198
TSLA,20,11,0.012566560865503009,0.5735294117647058,0.691699604743083,0.019416268174870698
JPM,11,10,0.007246525621868444,0.5652173913043478,0.5808823529411765,0.01923483250714996
LLY,13,10,0.007047582047582047,0.5571428571428572,0.7192982456140351,0.018102718691419044
WFC,16,13,0.012488516531761149,0.6,0.6796536796536796,0.01780107043526104
PFE,26,11,0.02017487339096651,0.5735294117647058,0.645320197044335,0.0174156347270317
UNH,11,10,0.008201126546268245,0.5652173913043478,0.6432748538011696,0.016175019626976865
BAC,4,8,0.0018154191737187687,0.5571428571428572,0.7818181818181819,0.013950889179221573
GOOGL,13,8,0.008478427233295761,0.5492957746478874,0.5672514619883041,0.013332845427470971
PBR,8,7,0.002324746403693772,0.527027027027027,0.7435897435897436,0.013167102964827811
