,Energy,Finance,Healthcare,Tech
Energy,-5.4419847479442085,-1.219501221029225,3.688394623847966,-2.0921943718858516
Finance,1.4092749965314426,-2.7987086598468056,6.643233999787628,0.6540261896756214
Healthcare,3.5932069951940577,4.020875619755564,-3.5082386653698716,3.2714548895180457
Tech,-3.001446209746016,0.7261546029989352,1.8235136483485155,-5.430266277833349
