Node,out_degree_Lead,in_degree_Lag,betweenness,closeness,clustering,pagerank
BAC,17,16,0.06628916333696316,0.6290322580645161,0.5072463768115942,0.04925718035104301
PBR,13,17,0.04654225382613375,0.639344262295082,0.51,0.046823186403119346
EQNR,12,19,0.040877981610313405,0.6610169491525424,0.47692307692307695,0.03782455066083461
MS,13,16,0.030026312917218714,0.6290322580645161,0.5627705627705628,0.03661180806180055
XOM,7,18,0.017067092009731635,0.639344262295082,0.5138339920948617,0.03543058761412574
PYPL,12,13,0.02965744776571168,0.5909090909090909,0.5368421052631579,0.0324195414803357
CVX,9,16,0.019790653099123565,0.6290322580645161,0.5,0.03131538896852015
META,18,13,0.04689272368150275,0.6,0.46438746438746437,0.031292790560510514
BP,6,13,0.02505781226111194,0.6,0.5073529411764706,0.03094107072644037
PFE,13,13,0.030871908070674494,0.582089552238806,0.5285714285714286,0.030332864815194302
AAPL,10,13,0.027189970494452657,0.582089552238806,0.49122807017543857,0.029718923766212876
TSLA,15,14,0.03816802337089599,0.6,0.5047619047619047,0.029249473174662942
GOOGL,11,13,0.02416352489330755,0.582089552238806,0.49523809523809526,0.028875574747727718
AZN,12,13,0.0322152418945406,0.5909090909090909,0.4805194805194805,0.027913635341775128
WFC,8,12,0.014495182170307408,0.582089552238806,0.5947712418300654,0.027738006327125145
ABBV,8,14,0.032177829630329356,0.5909090909090909,0.4789473684210526,0.0272948782012607
JPM,2,10,0.001501320160063793,0.5652173913043478,0.6181818181818182,0.027259121264077178
TMO,7,12,0.011663650850915568,0.582089552238806,0.5735294117647058,0.027103764495517314
INTC,12,12,0.02163197271757206,0.5735294117647058,0.531578947368421,0.026046099892448688
AXP,11,11,0.0217402035097415,0.5735294117647058,0.5210526315789473,0.025758501415149408
MSFT,10,10,0.019050030682739638,0.5342465753424658,0.5,0.02491355384701429
C,11,10,0.013218049804739637,0.5735294117647058,0.5808823529411765,0.024386983700128692
NVDA,12,10,0.031397113997544496,0.5571428571428572,0.46405228758169936,0.022510527219428228
DHR,6,9,0.01329016889906492,0.5652173913043478,0.4095238095238095,0.02197984418005751
SLB,8,9,0.014966810130633596,0.527027027027027,0.5142857142857142,0.021612748806892682
COP,16,8,0.01796037171610279,0.527027027027027,0.5190476190476191,0.021519601555095837
TTE,9,9,0.012391772741456026,0.5571428571428572,0.477124183006536,0.021389421569998426
AMD,10,9,0.019175125200761003,0.5492957746478874,0.4117647058823529,0.020158832305365807
SHEL,13,8,0.017338908553167397,0.527027027027027,0.5321637426900585,0.020072609611368086
MRK,5,6,0.009456737189472807,0.527027027027027,0.36363636363636365,0.017572132788194434
ADBE,18,7,0.016468233408225084,0.527027027027027,0.5670995670995671,0.017525891813545833
V,9,7,0.008698889504149853,0.5131578947368421,0.5384615384615384,0.01717388397227055
VLO,12,5,0.018039163518150252,0.5,0.4083333333333333,0.016780033403442286
AMZN,10,5,0.012380666094663807,0.4875,0.36363636363636365,0.014844245955627677
MA,10,6,0.009664411426156077,0.47560975609756095,0.5428571428571428,0.01444249165708699
JNJ,12,5,0.015302244290421887,0.5,0.525,0.01436952455108019
NVO,4,5,0.005568622410727673,0.46987951807228917,0.32142857142857145,0.013847095976826092
UNH,5,3,0.004986306969637151,0.4482758620689655,0.4642857142857143,0.012101181282331574
GS,13,5,0.007336270195482706,0.4431818181818182,0.5714285714285714,0.011843183225091088
LLY,10,5,0.009540847141840563,0.46987951807228917,0.4065934065934066,0.011749264311272569
