Node,out_degree_Lead,in_degree_Lag,betweenness,closeness,clustering,pagerank
ADBE,16,23,0.028582982807226886,0.7090909090909091,0.6086021505376344,0.03853422081347347
ABBV,17,21,0.03821675591342674,0.6842105263157895,0.6084656084656085,0.03810308909649109
SHEL,15,19,0.02960271913914962,0.65,0.6153846153846154,0.034169911805508615
AMD,11,20,0.018672592955364983,0.6724137931034483,0.6430769230769231,0.03405008104166901
AMZN,17,19,0.03032171304051594,0.6610169491525424,0.6022727272727273,0.03386495413425411
JNJ,12,19,0.02504875822212756,0.6610169491525424,0.5766666666666667,0.03373426851805906
MRK,20,18,0.03355720271453541,0.65,0.6354679802955665,0.03329866293616817
C,17,19,0.033381872347901,0.6610169491525424,0.5689655172413793,0.03269435592825962
SLB,15,19,0.0320803419668951,0.65,0.5541871921182266,0.03207842263826355
MSFT,15,18,0.020664773572295413,0.639344262295082,0.6266666666666667,0.03182184657200379
XOM,12,19,0.024973380489111126,0.65,0.5897435897435898,0.03143954051116158
GS,17,17,0.027432704083750738,0.639344262295082,0.6061538461538462,0.031062623103783805
NVDA,17,18,0.020055822987119002,0.65,0.66,0.030146160813999907
PYPL,14,17,0.026029153178272858,0.6290322580645161,0.5753846153846154,0.028918369299147
V,14,17,0.02485197521763476,0.6290322580645161,0.6195652173913043,0.028468559582063957
VLO,17,15,0.014417735717662715,0.6,0.6719367588932806,0.027202562966022546
AAPL,13,16,0.012006454385207211,0.6290322580645161,0.6920289855072463,0.026023799479984327
DHR,13,15,0.01992940137940024,0.6190476190476191,0.63,0.025292084518777444
AZN,11,11,0.010040902878210332,0.582089552238806,0.6783625730994152,0.023543143746441494
CVX,23,12,0.021300184945567516,0.5909090909090909,0.6369230769230769,0.023396967617458016
BP,6,12,0.00660902100779578,0.582089552238806,0.6985294117647058,0.02293675529185128
INTC,16,13,0.012321114981298047,0.6,0.7035573122529645,0.02283446369849609
TTE,7,9,0.009085707978619864,0.5571428571428572,0.6166666666666667,0.02271098029677599
AXP,9,11,0.007243106248155083,0.582089552238806,0.7083333333333334,0.022557181355720508
META,12,11,0.01784989508288897,0.582089552238806,0.5894736842105263,0.02235322036336588
EQNR,4,12,0.004495465814392513,0.5909090909090909,0.6333333333333333,0.022168339373711685
MS,20,11,0.025595027955119014,0.582089552238806,0.6381766381766382,0.021795173749707505
TMO,18,10,0.020983908101383696,0.5652173913043478,0.5905797101449275,0.02090286964771658
JPM,9,10,0.006407950188778031,0.5652173913043478,0.6095238095238096,0.02034139294452808
MA,9,10,0.010695134474606498,0.5735294117647058,0.6397058823529411,0.020116211890604405
TSLA,16,11,0.010827085607386397,0.5735294117647058,0.6947368421052632,0.019950298470171598
COP,18,10,0.01316743999589778,0.5735294117647058,0.7035573122529645,0.019469459345220482
LLY,12,10,0.00902126845109301,0.5492957746478874,0.7058823529411765,0.018844154658844082
NVO,17,11,0.01712471880704186,0.5735294117647058,0.5844155844155844,0.018808923000350877
UNH,10,9,0.009503489402427656,0.5492957746478874,0.6274509803921569,0.016342212104596708
PFE,22,8,0.017071000504267485,0.5342465753424658,0.62,0.01603738982642943
BAC,4,7,0.002017505335583139,0.5342465753424658,0.7777777777777778,0.013839608560222441
PBR,5,7,0.0018537505379610643,0.52,0.7111111111111111,0.013720570536142701
WFC,14,7,0.005211745528771726,0.527027027027027,0.7205882352941176,0.013458686714544213
GOOGL,13,6,0.008900732681338041,0.5131578947368421,0.5220588235294118,0.012968483048008947
