,Energy,Finance,Healthcare,Tech
Energy,0.005123429253391376,0.7659483815613191,3.736581804135789,-1.4899494425003894
Finance,1.527388683074359,0.01933513360159389,-2.2406392611368102,-3.7673390848001644
Healthcare,3.7378859537879303,-0.7781101486095925,1.4890527564886389,2.2855780770988363
Tech,-3.001329156591561,-1.5355567684517362,3.0052974261561984,-0.7758644493267438
