modularity,nmi,ari,n_communities,nodes,edges,density,avg_degree,experiment,window_size,threshold,diameter,avg_shortest_path,tau_degree_betweenness,tau_degree_closeness,tau_betweenness_closeness,top_degree,top_betweenness,top_closeness
0.3248327008221896,0.010632995705497281,-0.049206714187169466,3,40,362,0.23205128205128206,18.1,w60_t0.3,60,0.3,5,2.0596153846153844,0.3315758541864539,0.47937449639254803,0.48375313334085396,"TTE, AZN, ABBV, BAC, JPM","BAC, JPM, ABBV, META, DHR","SHEL, JPM, TTE, AZN, MS"
