Node,degree,betweenness,closeness,clustering,pagerank
PBR,37,0.052711415134136505,0.6290322580645161,0.7489177489177489,0.04299515257533682
PYPL,18,0.07520694223034066,0.4936708860759494,0.5054945054945055,0.04072966893286606
MS,20,0.038392948746134345,0.5064935064935064,0.6483516483516484,0.039034864544034015
SHEL,28,0.008580275101909323,0.6,0.847953216374269,0.03876685363696621
GS,18,0.06551516308878778,0.5064935064935064,0.5274725274725275,0.038192707331337714
BP,32,0.006074966482589001,0.5909090909090909,0.7965367965367965,0.0373721677234117
CVX,35,0.011880951986671256,0.5416666666666666,0.8368421052631579,0.037266853356425426
COP,36,0.026291057704263203,0.5416666666666666,0.7761904761904762,0.03658204377130615
EQNR,31,0.005763104480443596,0.582089552238806,0.8095238095238095,0.0364973390889611
XOM,33,0.011320313419959817,0.527027027027027,0.8368421052631579,0.035623956632349046
GOOGL,23,0.009901463968884765,0.5571428571428572,0.7647058823529411,0.0331450309861898
VLO,37,0.025710812107699557,0.5342465753424658,0.7965367965367965,0.03307832509542735
TTE,28,0.007563805249897329,0.5342465753424658,0.8916666666666667,0.03225622185264783
META,12,0.004185434448592343,0.4482758620689655,0.8611111111111112,0.030985390592425572
DHR,31,0.04476707553863532,0.52,0.7238095238095238,0.030384053062705037
AAPL,37,0.02880152070359871,0.5652173913043478,0.8238095238095238,0.030202565470878597
TSLA,9,0.00026508579140158085,0.45348837209302323,1.0,0.025813600960156897
SLB,25,0.0037425437200895627,0.5131578947368421,0.85,0.025629706057578104
AMZN,13,0.0028597133860291746,0.4588235294117647,0.7777777777777778,0.024664400755986606
ABBV,39,0.040082574159521205,0.52,0.6153846153846154,0.0235982794919382
TMO,32,0.018566660430340495,0.4588235294117647,0.8157894736842105,0.02223819183140512
AZN,11,0.004190724836990452,0.4482758620689655,0.7857142857142857,0.021989791609218063
JPM,16,0.03328003594742193,0.5,0.5,0.02159785986288642
UNH,35,0.019464324505635854,0.5064935064935064,0.7489177489177489,0.020053202494584466
BAC,28,0.09414126293066308,0.5342465753424658,0.42028985507246375,0.019711555286764857
MRK,32,0.013426172276140295,0.4588235294117647,0.7285714285714285,0.019262233056984032
MSFT,26,0.031127126403991828,0.527027027027027,0.6428571428571429,0.01924208580019566
C,15,0.0083950732092468,0.4642857142857143,0.6909090909090909,0.01864629880057776
JNJ,30,0.036774397094634204,0.4936708860759494,0.6,0.018408535756624496
AMD,8,0.007294009596641175,0.42391304347826086,0.5333333333333333,0.01716451698612124
INTC,8,0.01752751503871196,0.48148148148148145,0.4666666666666667,0.016188415802285
NVO,20,0.11679575532842601,0.38613861386138615,0.631578947368421,0.015853796252321105
NVDA,12,0.02912943920018495,0.4431818181818182,0.6818181818181818,0.015342070845296693
AXP,18,0.01728792958300402,0.5,0.5909090909090909,0.014774448588256463
WFC,18,0.04189500114259581,0.5064935064935064,0.5054945054945055,0.013645972056562605
MA,20,0.025383902589316207,0.47560975609756095,0.5494505494505495,0.01284040832484851
ADBE,18,0.033830297427856676,0.46987951807228917,0.47794117647058826,0.011837795273709432
LLY,28,0.018735665351550513,0.45348837209302323,0.670995670995671,0.010710428502396913
V,14,0.020770993984018802,0.4482758620689655,0.5909090909090909,0.010372703729465381
PFE,15,0.012541984269535055,0.43820224719101125,0.6703296703296703,0.00730050722056786
