Lead,Lag,Freq,AvgWeight,Score
WFC,AAPL,46.666666666666664,0.7515545568177094,35.07254598482644
TTE,MS,40.0,0.7605727569422532,30.42291027769013
LLY,SLB,40.0,-0.7593813482288686,30.375253929154745
DHR,TMO,53.333333333333336,0.568600354890217,30.325352260811574
GS,MA,40.0,-0.7568012693351269,30.272050773405077
TSLA,GOOGL,40.0,-0.7563768464224392,30.255073856897567
PYPL,BAC,53.333333333333336,-0.5670507497547642,30.242706653587426
SHEL,XOM,40.0,-0.7558714999931836,30.234859999727345
COP,MS,40.0,-0.7556220987238836,30.224883948955345
MA,TMO,40.0,-0.7555640369907971,30.222561479631885
GS,V,40.0,-0.7544418402461689,30.177673609846757
PBR,AAPL,40.0,0.7541044841843633,30.16417936737453
LLY,PFE,40.0,-0.7539252504871347,30.157010019485387
SLB,BP,53.333333333333336,-0.5652206941321187,30.145103687046333
TTE,JPM,53.333333333333336,-0.5648553927958637,30.125620949112733
AZN,TTE,40.0,0.7530795704568615,30.123182818274458
ABBV,SLB,40.0,-0.7523015732947228,30.092062931788913
CVX,PFE,53.333333333333336,-0.5640197355386681,30.0810525620623
TTE,AAPL,40.0,0.7518962075708409,30.075848302833634
PBR,PYPL,66.66666666666666,-0.4505713424173348,30.038089494488982
LLY,MRK,40.0,0.7506760705286925,30.0270428211477
MSFT,EQNR,40.0,0.750548422060024,30.02193688240096
PBR,PFE,40.0,0.7496509051019272,29.986036204077088
PBR,SLB,53.333333333333336,-0.5620523207317369,29.976123772359305
JPM,INTC,40.0,-0.7486187558107105,29.94475023242842
JNJ,PFE,46.666666666666664,0.5433705011479668,25.357290053571784
COP,V,33.33333333333333,0.7600116620858147,25.333722069527155
TMO,AMZN,33.33333333333333,0.7593910419081833,25.313034730272772
ABBV,PFE,46.666666666666664,0.5423646214415829,25.310349000607204
GOOGL,AMD,60.0,-0.421808866046333,25.30853196277998
SHEL,V,33.33333333333333,0.7589587675461784,25.29862558487261
ABBV,SHEL,33.33333333333333,0.7587966671721447,25.293222239071486
PBR,V,33.33333333333333,-0.7585355382951102,25.284517943170336
AMD,WFC,33.33333333333333,-0.758126113490777,25.270870449692563
SLB,SHEL,33.33333333333333,-0.7580474967061027,25.26824989020342
ABBV,PBR,33.33333333333333,-0.757724333387775,25.257477779592495
GOOGL,V,60.0,-0.42085590654224014,25.25135439253441
TSLA,SLB,33.33333333333333,-0.7570192619996148,25.233975399987155
V,MA,33.33333333333333,0.7570037577063417,25.233458590211384
WFC,EQNR,33.33333333333333,-0.7568946129655771,25.2298204321859
EQNR,TTE,33.33333333333333,-0.7568250779385656,25.22750259795218
PYPL,AMZN,46.666666666666664,0.5403859025836035,25.21800878723483
PFE,PBR,33.33333333333333,-0.7564867984608232,25.21622661536077
DHR,SLB,46.666666666666664,0.5403254925937866,25.215189654376708
JNJ,AMZN,33.33333333333333,-0.756137618522144,25.20458728407146
ADBE,V,33.33333333333333,0.7561079293832504,25.203597646108346
INTC,SLB,33.33333333333333,0.755914686829461,25.197156227648694
COP,BP,46.666666666666664,-0.5396338065699016,25.18291097326207
GS,PFE,33.33333333333333,0.7554514358579636,25.181714528598782
AMD,TMO,33.33333333333333,0.755420835465714,25.180694515523797
INTC,MS,46.666666666666664,0.5395202452756921,25.177611446198963
DHR,AMD,33.33333333333333,0.7549529464906806,25.165098216356014
