,Energy,Finance,Healthcare,Tech
Energy,-1.5139506943562402,-1.4715696824165598,3.079985831659766,-2.263995039817242
Finance,2.3672149189988287,4.515236433218556,0.031854269021109105,-3.7739413146268173
Healthcare,2.231320198436763,-0.7519610160833462,1.486951363476355,1.4242670113336504
Tech,-0.03899700407249895,-0.6858699961826441,3.7313793823941386,-4.487150847364592
