Lead,Lag,Freq,AvgWeight,Score
PBR,SLB,75.0,-0.7517274665121735,56.379559988413014
NVO,BP,62.5,0.7584780015276065,47.404875095475404
COP,META,62.5,-0.7553974186979715,47.21233866862322
TTE,SLB,50.0,0.7584345117333783,37.92172558666891
BP,NVDA,50.0,0.7579392105353424,37.89696052676712
MA,AZN,50.0,-0.7578105987740911,37.89052993870455
VLO,AXP,50.0,0.757159917294034,37.8579958647017
AXP,PBR,50.0,-0.7556482869785881,37.78241434892941
AXP,PFE,50.0,-0.7552996939580787,37.764984697903934
MA,V,50.0,0.7549319206730682,37.74659603365341
JNJ,META,50.0,-0.7539711158497211,37.698555792486054
ABBV,LLY,50.0,0.7539204968703807,37.696024843519034
COP,BP,50.0,-0.7537314598606337,37.68657299303169
MA,XOM,50.0,0.7537074944150441,37.68537472075221
AZN,MRK,50.0,0.753306963853402,37.6653481926701
SLB,MRK,50.0,0.7532376071098201,37.66188035549101
META,UNH,50.0,-0.7532294966953561,37.6614748347678
JPM,TTE,50.0,0.7527283060221777,37.63641530110888
JPM,LLY,50.0,0.7510774651688076,37.553873258440376
EQNR,TSLA,37.5,-0.761262867157856,28.5473575184196
AXP,META,37.5,0.7604619451421636,28.517322942831136
ABBV,SLB,37.5,0.7599113141594117,28.49667428097794
SLB,META,37.5,0.7597652341140378,28.49119627927642
JPM,V,37.5,-0.7595340484788263,28.482526817955986
DHR,MRK,37.5,-0.7593932856670541,28.477248212514528
MS,XOM,37.5,-0.7588992753947533,28.458722827303248
V,ABBV,37.5,0.7587087080340752,28.45157655127782
PYPL,MS,37.5,-0.7586530497020884,28.449489363828313
JNJ,TTE,37.5,0.7585071949638311,28.44401981114367
AMZN,MA,37.5,-0.7584640792313323,28.44240297117496
INTC,NVDA,62.5,-0.45506600495125255,28.441625309453283
PYPL,TSLA,37.5,-0.7582592344753595,28.43472129282598
AMD,TMO,37.5,-0.7579994778085384,28.42498041782019
C,UNH,37.5,-0.7579494357193287,28.423103839474827
AMD,C,37.5,-0.7577584817024099,28.41594306384037
EQNR,TMO,37.5,-0.7574623935838547,28.40483975939455
META,JNJ,37.5,0.7572988448771852,28.398706682894446
V,PFE,37.5,0.7572410252964192,28.396538448615722
ABBV,VLO,37.5,-0.757133717823811,28.392514418392913
AMZN,JNJ,37.5,0.7569562552924163,28.38585957346561
BAC,AZN,37.5,0.7566286003063615,28.373572511488554
ADBE,PYPL,37.5,0.7565350815344402,28.370065557541505
ABBV,INTC,37.5,0.7564770185887676,28.367888197078784
DHR,TMO,62.5,0.4538094122145546,28.363088263409665
TMO,PBR,37.5,-0.7561858498500061,28.356969369375232
PBR,UNH,37.5,0.7560850786397174,28.3531904489894
COP,V,37.5,0.7559531872985897,28.348244523697115
DHR,META,37.5,0.7558654915719364,28.344955933947613
AMZN,V,37.5,-0.7558370449091404,28.343889184092763
AMZN,AXP,37.5,-0.755297179215836,28.32364422059385
MRK,MSFT,37.5,-0.75524765765179,28.321787161942126
AXP,INTC,37.5,-0.7552248021906344,28.320930082148788
BAC,TSLA,37.5,0.7545137763373796,28.294266612651736
EQNR,SLB,37.5,-0.7544956835880554,28.293588134552078
V,MA,37.5,0.7543882385543493,28.2895589457881
JPM,MA,37.5,-0.7543645284944964,28.288669818543617
AZN,MA,37.5,-0.7543535011114356,28.288256291678834
MS,TSLA,37.5,0.7542946820758853,28.2860505778457
