Node,out_degree_Lead,in_degree_Lag,betweenness,closeness,clustering,pagerank
JNJ,5,13,0.03133065859137856,0.5909090909090909,0.35,0.04121137915717959
V,9,11,0.04924327566623352,0.5735294117647058,0.43790849673202614,0.04109953659185218
TMO,4,11,0.017785129475412872,0.5652173913043478,0.42857142857142855,0.04039014672726992
ADBE,3,13,0.01768438676043557,0.5909090909090909,0.45,0.039493894434464646
COP,17,10,0.06732673945599014,0.5492957746478874,0.3952569169960474,0.0384009592650802
XOM,7,10,0.028960315732542194,0.5492957746478874,0.4338235294117647,0.032538580746346926
SLB,8,11,0.028352191728966903,0.5342465753424658,0.36666666666666664,0.03221388569335128
AAPL,6,11,0.02733840010650906,0.5492957746478874,0.4338235294117647,0.03213720929430426
TSLA,11,9,0.05256692236706276,0.5131578947368421,0.3790849673202614,0.031083893180905767
MSFT,14,7,0.053539571993370505,0.527027027027027,0.3736842105263158,0.030276636329806206
EQNR,6,11,0.022655081831765504,0.5652173913043478,0.5,0.03001203672871863
NVO,4,11,0.016985505909247148,0.5652173913043478,0.3956043956043956,0.026773260168590156
PBR,7,8,0.015243785576399231,0.527027027027027,0.46153846153846156,0.026652278123481487
C,8,7,0.029592671613093147,0.5,0.3626373626373626,0.026364018904920142
AMZN,11,7,0.04744444630022023,0.5064935064935064,0.3202614379084967,0.026301610005153884
JPM,7,7,0.01792704904755393,0.4936708860759494,0.3484848484848485,0.026083652571126097
CVX,12,10,0.04397299312465517,0.5492957746478874,0.35789473684210527,0.02604506067877667
PFE,12,9,0.03856888146756661,0.5,0.4093567251461988,0.026035626393693907
BP,10,8,0.03741241493651215,0.5,0.3523809523809524,0.02577511301371874
BAC,6,9,0.014282457602687355,0.5131578947368421,0.3717948717948718,0.02571742207243042
NVDA,7,9,0.031414390975172984,0.5416666666666666,0.44871794871794873,0.024969696579086632
PYPL,8,8,0.025591838524664012,0.5064935064935064,0.3904761904761905,0.024455586167951543
AXP,3,7,0.0093219233907493,0.5131578947368421,0.4,0.02332467741525837
AMD,8,8,0.02323122301618121,0.5131578947368421,0.4358974358974359,0.023306851948677335
TTE,5,5,0.014898091663392926,0.47560975609756095,0.5,0.022688551267323408
MS,17,6,0.03728749370420007,0.47560975609756095,0.391812865497076,0.02238833084508399
ABBV,8,8,0.034282208377309345,0.527027027027027,0.41904761904761906,0.021587721960889903
LLY,5,7,0.019639796478031775,0.4936708860759494,0.35555555555555557,0.021563309711824238
META,8,8,0.020800850770079028,0.5131578947368421,0.3142857142857143,0.020075691600714138
UNH,10,8,0.02476647626949704,0.4936708860759494,0.425,0.019835706417508436
AZN,11,6,0.019109593584954256,0.4936708860759494,0.4583333333333333,0.018795544083711858
INTC,7,6,0.022988742263146567,0.48148148148148145,0.42424242424242425,0.018058115955221995
GS,8,3,0.02146429222260247,0.4020618556701031,0.41818181818181815,0.016967063074221127
MRK,9,5,0.01752328381624517,0.45348837209302323,0.3956043956043956,0.016938865707953527
VLO,8,7,0.021951064872390128,0.4875,0.37362637362637363,0.01692015354232769
SHEL,4,7,0.00963504261838138,0.4936708860759494,0.43636363636363634,0.016539693165194023
DHR,2,5,0.00969072350651298,0.4482758620689655,0.23809523809523808,0.015050637753126182
MA,4,5,0.006401686108163841,0.46987951807228917,0.42857142857142855,0.01473881263959861
WFC,8,2,0.0071835567980483425,0.39,0.4,0.008836322410858697
GOOGL,8,2,0.004415907879530169,0.38235294117647056,0.4,0.008352467672297192
