,Energy,Finance,Healthcare,Tech
Energy,-6.11896228095372,0.770172781538135,-1.6548097811581453,-0.7960011147641722
Finance,-2.802398251208891,-4.247251285207607,-1.8455103011487317,-1.590090038769642
Healthcare,-2.5367281056756834,-2.179865727274863,-1.0891750360343133,3.6547261500161263
Tech,-2.001652368763959,1.0164549081965109,-1.200612235942996,0.026924390193665826
