,Energy,Finance,Healthcare,Tech
Energy,-5.9880443318422545,0.7682320718174519,2.2753918282108065,2.23815560687414
Finance,-2.2647022030868587,0.7305308425420922,0.007697035777023187,3.7456005920707565
Healthcare,3.0128576328143652,0.011192457733718797,0.7708636327249593,3.706436106617649
Tech,-1.4734468508817509,-0.7202356663258144,2.2888910508536635,3.045194639934537
