modularity,nmi,ari,n_communities,nodes,edges,density,avg_degree,experiment,window_size,threshold,diameter,avg_shortest_path,tau_degree_betweenness,tau_degree_closeness,tau_betweenness_closeness,top_degree,top_betweenness,top_closeness
0.3766455644930775,0.34301646851511086,0.2304,2,40,539,0.3455128205128205,26.95,w120_t0.2,120,0.2,4,1.8480769230769232,0.3329791202481127,0.5080428954423593,0.3067602918821196,"AAPL, ABBV, DHR, MRK, ADBE","DHR, TMO, NVO, ABBV, SLB","BP, AAPL, JPM, MSFT, ADBE"
