Node,out_degree_Lead,in_degree_Lag,betweenness,closeness,clustering,pagerank
TMO,27,34,0.014433442955969704,0.8863636363636364,0.8468468468468469,0.03773810608826788
MS,24,33,0.009000412499797092,0.8666666666666667,0.8571428571428571,0.03519188600229231
SLB,25,32,0.010417290350605766,0.8478260869565217,0.8588588588588588,0.03400192027396421
XOM,30,28,0.011175637970653728,0.78,0.8591800356506238,0.032855993522807866
AMD,28,33,0.010185994220766312,0.8666666666666667,0.8666666666666667,0.03070155044105869
TSLA,31,31,0.010154686258334534,0.8297872340425532,0.8840336134453781,0.030607572126452633
AZN,28,30,0.010254982467672862,0.8125,0.8444444444444444,0.03039978564544464
NVO,36,32,0.015176872404812426,0.8478260869565217,0.8463726884779517,0.029300240772439846
C,21,30,0.00954835534733808,0.8125,0.853781512605042,0.02876065041405898
NVDA,29,28,0.012120722336780507,0.78,0.838655462184874,0.028751247391950487
MRK,31,30,0.011271455114546228,0.8125,0.8689075630252101,0.028418237780298762
AAPL,30,30,0.011114790746963848,0.8125,0.8650793650793651,0.02752970694859727
JNJ,32,31,0.010459300913118648,0.8297872340425532,0.9015151515151515,0.02752815865679018
WFC,30,32,0.01339184874947653,0.8478260869565217,0.8421052631578947,0.026702392665431555
BAC,28,27,0.008831535426206547,0.7647058823529411,0.8863636363636364,0.02625518675833452
EQNR,25,27,0.00667504080845249,0.7647058823529411,0.8859180035650623,0.025830465303141804
BP,29,25,0.008526385821536324,0.7358490566037735,0.8513513513513513,0.0255781330066239
SHEL,25,23,0.007452061449278287,0.7090909090909091,0.8774193548387097,0.024857851058556528
MA,29,25,0.009587285188282318,0.7358490566037735,0.8520499108734403,0.02457479161351227
ADBE,23,27,0.007552338966113386,0.7647058823529411,0.8712121212121212,0.02444242029392197
TTE,18,27,0.006617380596146791,0.7647058823529411,0.8719211822660099,0.02426794027737872
GOOGL,31,25,0.008627981780897532,0.7358490566037735,0.8666666666666667,0.024254311728798068
MSFT,21,26,0.006019882772172873,0.75,0.8729838709677419,0.024110380757222074
ABBV,27,26,0.009142026721690453,0.75,0.8629032258064516,0.023814967964751563
PFE,29,26,0.007932509603811694,0.75,0.8891129032258065,0.023632850267699845
V,28,27,0.01133995598391202,0.7647058823529411,0.8484848484848485,0.023515255330852195
UNH,29,27,0.011068864143638677,0.7647058823529411,0.8467023172905526,0.022848681221928634
META,28,24,0.008484261775958256,0.7222222222222222,0.8627450980392157,0.022838192474629697
CVX,27,27,0.008354704665504257,0.7647058823529411,0.8587301587301587,0.02237213407910749
INTC,28,27,0.008895591826942485,0.7647058823529411,0.875,0.022367579176445964
JPM,19,18,0.0029647553444613656,0.65,0.9031339031339032,0.022197632316423754
AMZN,28,22,0.006609393259992618,0.6964285714285714,0.8617424242424242,0.02150437917310598
COP,27,24,0.008698025231434895,0.7222222222222222,0.8360071301247772,0.02010611281885878
DHR,14,16,0.002835570098858922,0.6290322580645161,0.8831168831168831,0.019644058952737537
AXP,19,20,0.00601169002871721,0.6724137931034483,0.8390804597701149,0.018949538942921024
PYPL,33,23,0.010486100685598576,0.7090909090909091,0.8571428571428571,0.018503328004613188
PBR,21,15,0.003469748503313894,0.6190476190476191,0.8974358974358975,0.01709153616176149
GS,26,19,0.006472338734729039,0.6610169491525424,0.8827586206896552,0.01619395553520532
LLY,15,20,0.004210969877068457,0.6724137931034483,0.8746438746438746,0.016184950758710185
VLO,15,17,0.0026059460202662267,0.639344262295082,0.8615384615384616,0.015575917292902208
