,Energy,Finance,Healthcare,Tech
Energy,1.3006002562378125,-0.5985053257441701,-3.50183030796261,1.3471331858455422
Finance,0.036657491980307155,-4.150593916372336,1.7538186243906084,-2.178365214071106
Healthcare,2.396772187601487,-3.868028564454128,-4.733609535584225,-3.510820484340259
Tech,0.6002132794675188,2.1561720770604538,-1.9971172821819279,-11.148853075208697
