Node,degree,betweenness,closeness,clustering,pagerank
TSLA,15,0.0407704084163975,0.4113960113960114,0.4888888888888889,0.05401365867568091
TTE,15,0.05882460432055574,0.39812517231872074,0.43636363636363634,0.05211198916631611
META,11,0.06883660792001847,0.40687517610594537,0.32142857142857145,0.04884267112633503
BP,14,0.05158767600564087,0.38568376068376065,0.4888888888888889,0.04352765983719841
GS,11,0.05388103410627571,0.39388979814511726,0.3888888888888889,0.04300634088597468
PFE,11,0.03209071910994988,0.3817076394395982,0.5333333333333333,0.041374988180204846
NVO,9,0.06226764420346019,0.3594722429673886,0.5238095238095238,0.0356960166352017
DHR,14,0.07376449447456651,0.42074592074592077,0.34545454545454546,0.03430904613645756
SHEL,12,0.12207329665160617,0.4160184384903486,0.3611111111111111,0.0335699158753468
C,7,0.05151259559154294,0.3305860805860806,0.1,0.03303000039960196
WFC,11,0.08797130693308546,0.40687517610594537,0.2777777777777778,0.03267444009145065
AZN,13,0.12767048303861578,0.40687517610594537,0.24444444444444444,0.031363144675274034
COP,15,0.08340769104939146,0.30102147175317906,0.2727272727272727,0.03053324878946696
MSFT,13,0.08168536574334082,0.39388979814511726,0.3333333333333333,0.02948019688068756
JNJ,12,0.09165087049702433,0.373996373996374,0.17857142857142858,0.029081866089899194
MS,12,0.11157215826745429,0.36299648064353945,0.3055555555555556,0.02773164373301135
ABBV,15,0.08581311940937793,0.40245261984392416,0.3484848484848485,0.02629360590706904
MRK,12,0.04973029724458635,0.33968478005175257,0.32142857142857145,0.025742583162175266
TMO,10,0.03803103149940115,0.373996373996374,0.3611111111111111,0.025597876096707845
AMD,9,0.05912764819349721,0.28263848111176354,0.4,0.02554615976288921
BAC,8,0.033153942619996025,0.39388979814511726,0.5238095238095238,0.025071684289362867
PBR,6,0.03623030131963369,0.3778126635269492,0.2,0.024394011356456916
AXP,5,0.0039264828738512945,0.3276605400499206,0.3333333333333333,0.02342276987323964
AAPL,13,0.07296675150228128,0.373996373996374,0.3888888888888889,0.022217040882953284
VLO,9,0.020364209939108723,0.34929850024189646,0.42857142857142855,0.018776850371847422
XOM,6,0.052967580852196224,0.3665905052043666,0.3333333333333333,0.018215881688796117
NVDA,7,0.12453435940278047,0.28481262327416174,0.19047619047619047,0.017555609224318116
ADBE,9,0.018687132148427484,0.3594722429673886,0.6190476190476191,0.017548578539315695
PYPL,4,0.00033738191632928474,0.3191865605658709,0.6666666666666666,0.01573395965835461
JPM,7,0.02662593254698517,0.33356433356433357,0.3333333333333333,0.014056298611559374
UNH,3,0.0,0.3305084745762712,1.0,0.013725235103664347
MA,5,0.007666659444260002,0.3526251526251526,0.3333333333333333,0.013566715583798253
GOOGL,8,0.017767786597028306,0.3276605400499206,0.5714285714285714,0.012387102335632578
INTC,5,0.012069046937467992,0.2607439508847959,0.5,0.011737081079979186
AMZN,5,0.017894897500160656,0.2892628205128205,0.3333333333333333,0.009249991159916905
LLY,6,0.014407814407814409,0.2722473604826546,0.4,0.009003301182209066
EQNR,4,0.010649641444175855,0.30348886086591004,0.0,0.008647944989044167
V,2,0.004790699628756309,0.2243978243978244,0.0,0.007245946131082785
CVX,4,0.0022331469699890753,0.2985938792390405,0.6666666666666666,0.0071079008247678325
SLB,3,0.013534102349891823,0.227151171936448,0.3333333333333333,0.00680904500675175
