modularity,nmi,ari,n_communities,nodes,edges,density,avg_degree,experiment,window_size,threshold,diameter,avg_shortest_path,tau_degree_betweenness,tau_degree_closeness,tau_betweenness_closeness,top_degree,top_betweenness,top_closeness
0.41064635648452685,0.349142066809598,0.2346857597454256,2,40,374,0.23974358974358975,18.7,w120_t0.3,120,0.3,0,0,0.28503916508289007,0.5099965884131388,0.3465493166871402,"ABBV, CVX, VLO, AAPL, COP","ABBV, NVO, AAPL, MS, DHR","ADBE, MSFT, DHR, BAC, CVX"
