Lead,Lag,Freq,AvgWeight,Score
SLB,PBR,100.0,-0.76102048065121,76.102048065121
JPM,TTE,100.0,0.760933283306217,76.0933283306217
COP,META,100.0,-0.7607918914036035,76.07918914036034
SLB,META,100.0,0.7604093884065761,76.04093884065762
AMD,TMO,100.0,-0.7588328904219664,75.88328904219665
AMZN,TTE,100.0,0.7586250868656907,75.86250868656907
META,C,100.0,0.7585520883696371,75.85520883696371
ADBE,MRK,100.0,-0.75834132215859,75.834132215859
XOM,CVX,100.0,0.7580539424869055,75.80539424869055
TSLA,CVX,100.0,0.7579995725752555,75.79995725752555
DHR,AXP,100.0,0.757664683995777,75.7664683995777
BAC,TSLA,100.0,-0.7570939632572902,75.70939632572902
AMD,DHR,100.0,-0.7566169140859995,75.66169140859995
JPM,JNJ,100.0,0.7564892770474028,75.64892770474027
COP,C,100.0,-0.7559334223452787,75.59334223452787
AXP,DHR,100.0,0.7558404248656382,75.58404248656382
ADBE,VLO,100.0,0.7557730009727182,75.57730009727182
AZN,MRK,100.0,0.7556365624811938,75.56365624811939
JPM,LLY,100.0,0.755552467954173,75.5552467954173
LLY,GS,100.0,0.7553243150762972,75.53243150762971
MRK,AXP,100.0,-0.7550232497883738,75.50232497883738
GS,AMD,100.0,0.7543706768049168,75.43706768049168
MRK,VLO,100.0,-0.7539711735956389,75.3971173595639
WFC,TTE,100.0,0.7532920832241832,75.32920832241831
TTE,JPM,100.0,-0.7531803153152348,75.31803153152347
PYPL,BP,100.0,0.7527691627532893,75.27691627532893
BP,PYPL,100.0,0.7523972397569701,75.23972397569702
NVO,BP,100.0,0.7523631818747398,75.23631818747398
TSLA,TMO,100.0,0.7522526355076224,75.22526355076225
LLY,MSFT,100.0,-0.7521132285235164,75.21132285235164
XOM,JNJ,100.0,-0.7512700924801877,75.12700924801877
AXP,MS,100.0,0.7511496709722881,75.11496709722881
JNJ,AXP,100.0,-0.7500693133906652,75.00693133906651
SHEL,C,100.0,0.7496880382612754,74.96880382612754
SHEL,JNJ,100.0,-0.7495770392395107,74.95770392395107
AZN,PBR,100.0,0.748190235342397,74.8190235342397
JNJ,BP,100.0,-0.7451959991703028,74.51959991703028
GOOGL,LLY,100.0,0.7448508626381327,74.48508626381327
V,AXP,100.0,-0.744644208248654,74.4644208248654
MSFT,CVX,100.0,0.7442790847971763,74.42790847971763
COP,AAPL,100.0,0.7437627899957542,74.37627899957542
VLO,MRK,50.0,-0.7615805709863888,38.07902854931944
MA,MRK,50.0,-0.7615786537186358,38.07893268593179
MA,EQNR,50.0,-0.761524485196387,38.076224259819355
GS,TMO,50.0,-0.7610786455764249,38.05393227882124
SHEL,MRK,50.0,0.7610064071543221,38.0503203577161
TMO,V,50.0,-0.760957827052671,38.04789135263355
NVDA,ADBE,50.0,0.7609164348662399,38.045821743312
AZN,TMO,50.0,-0.7609073913187292,38.04536956593646
DHR,GS,50.0,-0.760667961101173,38.03339805505865
PYPL,MS,50.0,-0.7605349630068976,38.02674815034488
