,Energy,Finance,Healthcare,Tech
Energy,-0.7370753391017565,3.0040020937433516,-3.001461480071652,-0.725129168580573
Finance,2.260745407152493,-3.741977836824602,-3.0381638333776446,-1.4924727116733425
Healthcare,1.4910218188098283,1.4580912497771852,-2.9914201282423587,-0.7635170751851477
Tech,1.4691614075158386,-0.7485440104374486,0.758095749814127,1.5330613709752305
