,Energy,Finance,Healthcare,Tech
Energy,0.4288608833831896,-0.07386819299523051,4.588403885569697,-0.6190813153142034
Finance,2.029016657495156,0.050622461440651745,-3.785862565046245,-4.251565606600035
Healthcare,5.020450608391568,-1.3068447671092889,0.36233557016590223,2.6287684286841624
Tech,-3.8565892679151466,-1.7540592252475133,5.461191646242477,-1.865737915386269
