dataset_name,experiment_params,window_size,threshold,modularity,nmi,ari,n_communities,nodes,edges,density,avg_degree,diameter,avg_shortest_path,scale_free_slope,scale_free_R2,max_out_degree_lead,top_pagerank_node,max_pagerank_val,sum_granger,avg_granger,sum_mutual_info,avg_mutual_info,tau_degree_betweenness,tau_degree_closeness,tau_betweenness_closeness,top_out_degree_lead,top_in_degree_lag,top_betweenness,top_closeness
1d_1y_no_vol,w120_t0.2,120,0.2,3.7823142825813374,0.01992767630967977,-0.043934586282645835,3,40,226,0.14487179487179488,11.3,0,0.0,-0.44933203482858464,0.062424253828611595,13,SHEL,0.09180749392228071,221.02896369148425,0.9780042641216117,0.0,0.0,0.48507865342352713,0.37406756546656156,0.2713259819138935,"PYPL, ABBV, MA, PFE, AAPL","AMZN, AZN, SLB, BAC, BP","SHEL, ABBV, AMZN, VLO, BAC","AZN, AMZN, SLB, NVO, SHEL"
1d_1y_no_vol,w120_t0.3,120,0.3,3.7823142825813374,0.01992767630967977,-0.043934586282645835,3,40,226,0.14487179487179488,11.3,0,0.0,-0.44933203482858464,0.062424253828611595,13,SHEL,0.09180749392228071,221.02896369148425,0.9780042641216117,0.0,0.0,0.48507865342352713,0.37406756546656156,0.2713259819138935,"PYPL, ABBV, MA, PFE, AAPL","AMZN, AZN, SLB, BAC, BP","SHEL, ABBV, AMZN, VLO, BAC","AZN, AMZN, SLB, NVO, SHEL"
1d_1y_no_vol,w120_t0.4,120,0.4,3.7823142825813374,0.01992767630967977,-0.043934586282645835,3,40,226,0.14487179487179488,11.3,0,0.0,-0.44933203482858464,0.062424253828611595,13,SHEL,0.09180749392228071,221.02896369148425,0.9780042641216117,0.0,0.0,0.48507865342352713,0.37406756546656156,0.2713259819138935,"PYPL, ABBV, MA, PFE, AAPL","AMZN, AZN, SLB, BAC, BP","SHEL, ABBV, AMZN, VLO, BAC","AZN, AMZN, SLB, NVO, SHEL"
1d_1y_no_vol,w30_t0.2,30,0.2,14.944325347268139,0.052110053567347374,0.013302034428794992,2,40,419,0.2685897435897436,20.95,4,1.8115384615384615,0.3290062086721975,0.06594750400762063,18,BAC,0.04925718035104301,412.61922686146784,0.9847714244903767,0.0,0.0,0.6973310426186081,0.632712890949264,0.5976813280851911,"ADBE, META, BAC, COP, TSLA","EQNR, XOM, PBR, BAC, CVX","BAC, META, PBR, EQNR, TSLA","EQNR, PBR, XOM, BAC, CVX"
1d_1y_no_vol,w30_t0.3,30,0.3,14.944325347268139,0.052110053567347374,0.013302034428794992,2,40,419,0.2685897435897436,20.95,4,1.8115384615384615,0.3290062086721975,0.06594750400762063,18,BAC,0.04925718035104301,412.61922686146784,0.9847714244903767,0.0,0.0,0.6973310426186081,0.632712890949264,0.5976813280851911,"ADBE, META, BAC, COP, TSLA","EQNR, XOM, PBR, BAC, CVX","BAC, META, PBR, EQNR, TSLA","EQNR, PBR, XOM, BAC, CVX"
1d_1y_no_vol,w30_t0.4,30,0.4,14.944325347268139,0.052110053567347374,0.013302034428794992,2,40,419,0.2685897435897436,20.95,4,1.8115384615384615,0.3290062086721975,0.06594750400762063,18,BAC,0.04925718035104301,412.61922686146784,0.9847714244903767,0.0,0.0,0.6973310426186081,0.632712890949264,0.5976813280851911,"ADBE, META, BAC, COP, TSLA","EQNR, XOM, PBR, BAC, CVX","BAC, META, PBR, EQNR, TSLA","EQNR, PBR, XOM, BAC, CVX"
1d_1y_no_vol,w60_t0.2,60,0.2,19.705276318742104,0.09333310677723868,-0.017595307917888565,4,40,270,0.17307692307692307,13.5,0,0.0,-0.13796505699064548,0.007063892340432658,17,XOM,0.056785124581951556,264.58386211617835,0.97994023005992,0.0,0.0,0.6621244608080047,0.34495150377023037,0.25116670482592873,"TSLA, ABBV, BAC, PFE, GOOGL","XOM, TMO, MS, SLB, AZN","TSLA, BAC, XOM, ABBV, GOOGL","XOM, TMO, JPM, MS, SLB"
1d_1y_no_vol,w60_t0.3,60,0.3,19.705276318742104,0.09333310677723868,-0.017595307917888565,4,40,270,0.17307692307692307,13.5,0,0.0,-0.13796505699064548,0.007063892340432658,17,XOM,0.056785124581951556,264.58386211617835,0.97994023005992,0.0,0.0,0.6621244608080047,0.34495150377023037,0.25116670482592873,"TSLA, ABBV, BAC, PFE, GOOGL","XOM, TMO, MS, SLB, AZN","TSLA, BAC, XOM, ABBV, GOOGL","XOM, TMO, JPM, MS, SLB"
1d_1y_no_vol,w60_t0.4,60,0.4,19.705276318742104,0.09333310677723868,-0.017595307917888565,4,40,270,0.17307692307692307,13.5,0,0.0,-0.13796505699064548,0.007063892340432658,17,XOM,0.056785124581951556,264.58386211617835,0.97994023005992,0.0,0.0,0.6621244608080047,0.34495150377023037,0.25116670482592873,"TSLA, ABBV, BAC, PFE, GOOGL","XOM, TMO, MS, SLB, AZN","TSLA, BAC, XOM, ABBV, GOOGL","XOM, TMO, JPM, MS, SLB"
1d_1y_with_vol,w120_t0.2,120,0.2,8.563465099649084,0.018995529774944855,-0.044530493707647625,3,40,717,0.4596153846153846,35.85,3,1.5423076923076924,-0.02633063543759576,0.00017816660283778048,29,AZN,0.04592282804585261,221.02896224874493,0.308269124475237,120.69199399455209,0.1683291408571159,0.8412485310729668,0.6738078611602225,0.6370888881787202,"PYPL, MRK, AAPL, AMD, GOOGL","AMD, SLB, NVO, AZN, MRK","PYPL, AMD, MRK, NVO, SLB","AMD, SLB, NVO, AZN, MRK"
