modularity,nmi,ari,n_communities,nodes,edges,density,avg_degree,experiment,window_size,threshold,diameter,avg_shortest_path,tau_degree_betweenness,tau_degree_closeness,tau_betweenness_closeness,top_degree,top_betweenness,top_closeness
0.37524741882145585,0.07809189745433899,-0.017485428809325562,3,40,414,0.2653846153846154,20.7,w30_t0.4,30,0.4,0,0,0.16802588848282024,0.36351515568702003,0.2502221578393466,"AZN, NVO, MS, SHEL, ABBV","XOM, DHR, CVX, JPM, PBR","MS, BAC, ABBV, SHEL, JPM"
