Node,degree,betweenness,closeness,clustering,pagerank
PYPL,23,0.008623822981264106,0.560994560994561,0.780952380952381,0.06988070676213066
GS,22,0.10874621673011065,0.5877085877085877,0.6691176470588235,0.0677585721673394
TSLA,19,0.003872053872053872,0.5142450142450142,0.8939393939393939,0.06666109670627898
AZN,17,0.0013521143865364267,0.5366034931252323,0.8636363636363636,0.0639700964363366
MS,21,0.02466630318076266,0.5444947209653092,0.7904761904761904,0.05893574124918953
META,21,0.005547775471824314,0.5696252465483235,0.7904761904761904,0.05692387570015724
AMZN,16,0.002776925803241593,0.4746877054569362,0.8888888888888888,0.04520265406995999
C,22,0.038130184431315245,0.5072005619950825,0.8717948717948718,0.0389819540990566
AMD,13,0.0035341195281136,0.5072005619950825,0.7636363636363637,0.02332651239914698
JNJ,39,0.029573024266387336,0.4746877054569362,0.7905138339920948,0.020620664643248493
BAC,33,0.0395757558283456,0.560994560994561,0.5156695156695157,0.020593277028004953
SLB,37,0.017493444860048928,0.5142450142450142,0.8181818181818182,0.02053526939868918
AAPL,38,0.027417076703194928,0.48085248085248083,0.7965367965367965,0.020155904530039074
JPM,24,0.04720833749945521,0.5366034931252323,0.5333333333333333,0.020131873117767405
VLO,36,0.01869838242071815,0.48717948717948717,0.8523809523809524,0.020060949142520317
BP,34,0.014733422643854473,0.5142450142450142,0.782608695652174,0.020040709556328272
CVX,33,0.00865676493796103,0.48717948717948717,0.934640522875817,0.01984298962002377
MSFT,31,0.0552453646820738,0.560994560994561,0.5446153846153846,0.019619886659880143
COP,34,0.014050615312247654,0.5003465003465003,0.8368421052631579,0.0194627378826411
PBR,37,0.019821445281030574,0.48085248085248083,0.7355072463768116,0.019418213741650224
EQNR,33,0.012513184701402875,0.5142450142450142,0.7835497835497836,0.01879880653112773
ABBV,42,0.023661551220837844,0.45710667932890153,0.683076923076923,0.01839035190950102
XOM,31,0.009718141090009302,0.4746877054569362,0.8888888888888888,0.017945648783754077
ADBE,31,0.04142640226307867,0.5366034931252323,0.5071225071225072,0.01779140405966564
MRK,36,0.010711241834196996,0.45153220762976864,0.7965367965367965,0.01774892078027579
DHR,34,0.0753017561105683,0.5444947209653092,0.6011396011396012,0.017444878788510778
WFC,27,0.03980687107920325,0.5696252465483235,0.5333333333333333,0.017412807486676445
SHEL,12,0.0,0.46987951807228917,0.7878787878787878,0.01705162322026929
MA,22,0.010257306333946814,0.5214879017695918,0.7,0.015828605428301074
V,20,0.05638867492666078,0.4628205128205128,0.6666666666666666,0.015370061838907097
TMO,34,0.01076323728051977,0.39388979814511726,0.7470355731225297,0.014538170518397748
NVDA,14,0.11018299968528801,0.5072005619950825,0.7912087912087912,0.014128561572912444
UNH,36,0.00911972935215593,0.4113960113960114,0.7944664031620553,0.013570700753493595
LLY,37,0.009445124366442424,0.4113960113960114,0.7681159420289855,0.013532214732462838
AXP,18,0.02847000457662922,0.5003465003465003,0.6666666666666666,0.012494837809073463
INTC,9,0.002723884302831671,0.4628205128205128,0.8214285714285714,0.012118465583862936
TTE,27,0.0084865837827877,0.44609206054989187,0.8627450980392157,0.011451212055913974
GOOGL,16,0.03285377286295351,0.46867900032456994,0.6263736263736264,0.009946235199947553
PFE,24,0.002252051426141088,0.373996373996374,0.7947368421052632,0.008200445639974813
NVO,19,0.0,0.0,0.8538011695906432,0.004112362396582836
