,Energy,Finance,Healthcare,Tech
Energy,-3.851163935111104,4.328429749721825,-3.3748371700729534,-0.19471286701972912
Finance,2.790250446337172,-6.465557622146209,-0.9298507089448234,-3.0456540719727734
Healthcare,2.450299968537004,-0.7107158448965676,-4.5020799572823895,1.137925199570332
Tech,1.92202858957517,-2.6576401041173687,2.181860918309393,-0.14433356804315212
