,Energy,Finance,Healthcare,Tech
Energy,-3.790115430522672,2.192018289469681,-0.7841534996736842,2.604502000527535
Finance,1.0527699443801135,-3.865801001784322,2.4535912527872705,1.6506945558076531
Healthcare,-0.7312831800893418,1.7685211239859877,-3.7337803526941413,1.3651934933125869
Tech,2.9216610601816706,1.5999775641029728,-2.6649765581590734,-6.507366770242296
