,Energy,Finance,Healthcare,Tech
Energy,0.7407620365293908,0.013731712395968376,-0.7517956869692095,2.9917131664261745
Finance,2.252627163952708,1.5080763437755385,-1.477414913381161,1.521760893427531
Healthcare,0.00715467078518528,-0.0034897394824666694,-0.016207951511566177,-0.004150094763957779
Tech,2.2385668859563186,2.2579139519106683,-1.5222366869846946,-1.5026008377444784
