Node,out_degree_Lead,in_degree_Lag,betweenness,closeness,clustering,pagerank
V,24,27,0.03910810157069619,0.7647058823529411,0.6028225806451613,0.042721077881161765
XOM,20,28,0.03911285426973686,0.78,0.5887096774193549,0.04053401765403229
ADBE,11,18,0.01146996278575226,0.65,0.6406926406926406,0.03293229592449107
C,22,19,0.026556983281701637,0.6610169491525424,0.5925925925925926,0.031487524364755014
COP,24,15,0.028278812767679167,0.6190476190476191,0.6084656084656085,0.030978331814213212
EQNR,15,18,0.012282539585171162,0.65,0.6798418972332015,0.030566506601915976
JNJ,9,13,0.007509919605061306,0.6,0.6374269005847953,0.03035520324729296
CVX,18,19,0.019514297889583927,0.6610169491525424,0.5783475783475783,0.03005802514993285
JPM,14,17,0.02057091440947716,0.639344262295082,0.5968379446640316,0.029861827526780217
SLB,14,16,0.013371653560440743,0.6290322580645161,0.5770750988142292,0.028544424487618913
TMO,6,14,0.005944372391740813,0.609375,0.5751633986928104,0.02826565480740031
MSFT,22,17,0.02714228529005857,0.639344262295082,0.58994708994709,0.027713721406697898
PYPL,17,20,0.020033473709102998,0.6724137931034483,0.59,0.027571074471607757
TTE,15,19,0.025367195550151888,0.6610169491525424,0.5846560846560847,0.027293148485740687
BAC,11,17,0.011662376553570886,0.639344262295082,0.6047619047619047,0.026918097394442394
AAPL,17,15,0.02083975521860577,0.6190476190476191,0.5933333333333334,0.02681674461067338
NVDA,21,16,0.022503377055282527,0.6290322580645161,0.65,0.026286698776248847
NVO,11,15,0.012191609560030611,0.6190476190476191,0.6095238095238096,0.026279272197088116
TSLA,20,16,0.023887540334908752,0.6290322580645161,0.56,0.025631141534436252
UNH,21,16,0.01819011884801358,0.6290322580645161,0.6413043478260869,0.025608681275244245
BP,20,18,0.019769641964788066,0.65,0.5969230769230769,0.025457369166284684
PFE,16,16,0.01797417653945994,0.6290322580645161,0.6030769230769231,0.02490057441038543
LLY,12,14,0.015414411616664738,0.609375,0.6142857142857143,0.02482336914470815
AXP,11,15,0.010734653808056377,0.6190476190476191,0.6147186147186147,0.02406877605794817
AMD,17,17,0.014949548502180084,0.639344262295082,0.64,0.02402250085968897
SHEL,9,17,0.01272428650971161,0.639344262295082,0.6103896103896104,0.023767362509388084
AMZN,18,12,0.01789312052469947,0.5909090909090909,0.57,0.02299441635522349
PBR,12,13,0.004943875756122719,0.6,0.7058823529411765,0.022326413879650765
MS,21,13,0.02182387525911993,0.6,0.5666666666666667,0.021414659645078892
ABBV,10,14,0.009694575648523019,0.609375,0.6263157894736842,0.02111376501625679
VLO,11,13,0.012630298738598335,0.6,0.6078431372549019,0.019895786607954102
INTC,18,12,0.013027404314149602,0.5909090909090909,0.6205533596837944,0.01978120205811368
META,14,11,0.01240626594877607,0.582089552238806,0.5157894736842106,0.01948418573552132
WFC,17,16,0.014788296873317116,0.6290322580645161,0.6536796536796536,0.019305936023177248
AZN,15,9,0.0068890492473488414,0.5571428571428572,0.6571428571428571,0.017203492003941966
DHR,8,10,0.01118686424585474,0.5735294117647058,0.5494505494505495,0.016557342559282897
GOOGL,11,11,0.008567431593747383,0.582089552238806,0.5751633986928104,0.015783884039790353
MA,9,9,0.00526664630915643,0.5652173913043478,0.6166666666666667,0.014777491979777062
MRK,11,6,0.005889724310776941,0.527027027027027,0.5661764705882353,0.01320880197795754
GS,14,5,0.0056609874044084565,0.5131578947368421,0.6013071895424836,0.012689200358096179
