,Energy,Finance,Healthcare,Tech
Energy,-5.4945048592542625,2.164117533715926,-5.6307615010499354,-7.578573737648519
Finance,-1.104480035575295,-1.3546826885115442,1.744039810037667,4.564108691090748
Healthcare,2.892302303040727,-3.0739072599507336,-2.1983346754911803,-3.776355205968896
Tech,-6.331589230062578,2.4571779455256446,-1.0683001333444158,-6.009308720311411
