modularity,nmi,ari,n_communities,nodes,edges,density,avg_degree,experiment,window_size,threshold,diameter,avg_shortest_path,tau_degree_betweenness,tau_degree_closeness,tau_betweenness_closeness,top_degree,top_betweenness,top_closeness
0.2655416433028408,0.03060447166367585,-0.03316821020891665,3,40,565,0.36217948717948717,28.25,w60_t0.2,60,0.2,3,1.6826923076923077,0.26624158322973934,0.5941570692970595,0.3134361306496777,"BAC, MS, META, TTE, AZN","BAC, JPM, MRK, XOM, SLB","MS, BAC, TSLA, TTE, AZN"
