,Energy,Finance,Healthcare,Tech
Energy,-7.333124231614149,0.18919694226521322,-0.5403404753397588,0.032396184551771845
Finance,-3.7307736249334154,-4.7333351661000975,-2.8583855588246876,-1.1355926195855701
Healthcare,-2.600776462524755,-1.749779465651538,-0.23040976668597168,2.980595897458231
Tech,-1.0215887692300378,-0.36051479757751687,-0.4495004856740729,0.1320189073054277
