,Energy,Finance,Healthcare,Tech
Energy,-6.654636041482464,-1.7995956062313658,6.11583111382738,-1.0201611626775868
Finance,1.3894193448806613,-3.5451443868849988,4.219063083622891,1.0729788833603062
Healthcare,3.4795080046339644,4.202888861898686,-3.3896588345981824,1.9540212753934683
Tech,-0.2718570260917444,2.742065353144522,2.5337173183296167,-5.808254613193096
